price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,yr_built
775000,6,2.75,2980,5000,1.5,0,0,3,7,2480,1916
405600,5,1.5,2830,4000,2.5,0,0,4,8,2830,1918
379770,3,2.5,1470,1779,2,0,0,3,8,1160,2005
463000,3,1,1250,7700,1,0,0,4,7,1250,1955
648000,4,2.5,2740,9959,2,0,0,3,9,2740,1989
498000,3,2,1620,8400,1,0,0,3,7,1180,1968
429000,3,2.5,1860,11122,2,0,0,3,8,1860,1994
527000,4,2.5,2830,6163,2,0,0,3,9,2830,2000
553000,3,2.75,3160,9072,2,0,0,3,9,3160,2005
696950,4,2.75,2450,5376,1.5,0,0,4,7,1550,1920
648475,4,2.75,2250,5700,1,0,0,3,8,1200,1951
245000,2,1.5,1450,6258,1,0,0,4,8,1450,1983
523000,3,1.5,1240,7735,1,0,0,4,7,1240,1957
230000,3,2.25,1490,8722,2,0,0,3,7,1490,1997
190000,3,1,1200,8316,1,0,0,4,6,1200,1953
408000,3,1.75,1970,7100,1,0,0,3,7,1590,1976
608000,4,2.5,2690,4736,2,0,0,3,7,2690,2001
530000,4,2.5,2590,7891,2,0,0,3,9,2590,2006
234000,3,1,1040,8122,1,0,0,5,7,1040,1971
434400,5,1.75,1960,7875,1,0,0,4,7,1960,1968
1795000,5,2.75,2880,20274,1,0,3,4,9,1660,1959
414000,3,2.5,1790,3754,2,0,0,3,8,1790,2013
499000,3,2.5,1460,1614,2,0,0,3,8,1180,2007
474950,4,1.75,2030,15400,1,0,1,3,9,1130,1975
970000,3,2.25,3400,10000,2,0,0,3,10,3400,1983
650000,4,2.25,2560,9731,2,0,0,4,7,2560,1973
941500,5,3.5,3490,9680,2,0,4,3,9,2460,1980
1355000,5,3.5,5960,13703,2,0,2,3,10,4770,1984
228000,2,1,1800,9236,1,0,0,3,7,1800,1954
831000,3,2.25,2240,8800,1,0,0,5,8,2240,1957
268643,4,2.25,1810,9240,2,0,0,3,7,1810,1961
316500,4,2.5,2150,6807,2,0,0,4,8,2150,1991
403950,2,1,710,1136,2,0,0,4,7,710,1943
518000,4,1.75,1780,8768,1,0,0,4,7,1050,1951
142500,4,0.75,1440,13300,1,0,0,3,6,1440,1948
267000,3,2.5,1690,10336,2,0,0,4,7,1690,1989
395000,2,1,960,6700,1,0,0,3,7,960,1951
2320000,4,3.5,5050,9520,2,0,0,3,11,3610,2007
379900,4,2.5,3181,5831,2,0,0,3,8,3181,2014
473000,3,2.25,1620,12309,2,0,0,3,7,1620,1987
342400,3,2.25,1180,9630,2,0,0,3,7,1180,1986
239950,3,1.75,1670,6900,1,0,0,3,7,1170,1978
5.00E+05,3,1,1370,3500,1.5,0,0,3,7,1370,1905
396000,3,1,1980,9540,1,0,0,3,7,1080,1949
426000,2,2.5,1550,2657,2,0,0,4,8,1550,1987
585000,2,1.75,1980,8550,1,0,0,3,7,990,1981
375000,3,2.25,1330,8004,2,0,0,3,7,1330,1985
655000,3,2.5,2370,7916,2,0,0,3,9,2370,1990
290000,4,3,2390,4500,2,0,0,3,7,2390,1974
580000,3,2.5,2180,40278,2,0,0,3,9,2180,1985
392000,3,2.25,1790,7125,1,0,0,3,7,1220,1974
635000,3,2.5,3610,26359,1,0,0,3,8,1950,1998
225000,3,2,1460,7740,1,0,0,3,7,1460,1968
209950,3,1.5,1180,7300,1,0,0,4,7,1180,1968
550000,4,3,2360,6678,1,0,0,3,8,1760,1949
445000,3,2.5,2230,7934,2,0,0,3,7,2230,2005
303697,4,2,2520,7334,1,0,0,3,7,1600,1955
254000,3,1,1010,7384,1,0,2,5,6,1010,1943
220000,3,1.75,1230,7200,1,0,0,3,7,1230,1986
557500,3,3.5,3350,5025,2,0,2,3,8,2670,2014
396000,3,2.25,1680,9766,2,0,0,3,7,1680,1989
329995,4,2.5,2303,3680,2,0,0,3,8,2303,2013
511000,4,3.5,3100,7600,2,0,0,3,10,3100,2005
560000,3,2,2340,3477,1,0,1,5,7,1170,1971
295000,3,1.5,1220,3286,2,0,0,3,7,1220,1982
663000,3,2.25,2840,59677,1,0,0,3,7,1580,1967
350000,4,2,1720,7210,1,0,0,3,7,860,1971
1150000,6,3.75,4090,49542,2,0,0,3,9,3100,1984
258000,4,1,1220,8500,1.5,0,0,5,6,1220,1916
260000,2,1,750,6720,1,0,0,3,6,750,1916
270000,3,2.5,1670,8364,1,0,0,4,7,1300,1990
318000,5,2.5,2820,9956,1,0,0,4,7,1410,1967
269950,3,1,990,9950,1,0,0,5,7,990,1961
465000,3,1,910,3880,1,0,0,3,7,780,1942
354000,3,1.75,1340,6300,1,0,0,3,7,1340,1972
535000,2,1.75,2330,7280,1,0,0,3,7,1450,1982
555000,4,1.75,2260,11000,1,0,0,3,8,1620,1976
650000,5,2,1910,4667,1,0,0,3,7,1010,1908
577500,3,2.5,2280,10879,2,0,0,3,9,2280,1984
547500,3,3.25,1720,1977,2,0,0,3,8,1360,2007
290000,3,2,1760,6600,1,0,0,3,7,1760,1998
270000,3,2.5,1720,8550,1,0,0,4,7,1720,1968
1090000,4,2.5,4340,141570,2.5,0,0,3,11,4340,1992
398000,3,1.75,1830,27468,1,0,0,3,7,1830,1954
234000,3,2,1640,5280,1.5,0,0,5,6,1640,1910
395000,2,1,770,6000,1,0,0,3,6,770,1953
565000,5,3.25,2860,20790,1,0,0,4,7,1800,1965
296000,3,2.5,1560,5845,2,0,0,3,7,1560,2003
599900,3,1.5,2605,12030,1,0,0,3,8,1355,2003
7.00E+05,4,3.25,2780,7875,2,0,0,3,9,2780,2006
431000,2,1.5,1300,4000,1.5,0,0,4,6,1300,1900
6.00E+05,5,2.5,2380,8204,1,0,0,3,8,1540,1957
1750000,4,2.75,3560,8975,2,0,0,3,10,3560,2014
319000,2,1,780,8271,1,0,0,4,6,780,1924
359000,3,2.5,1450,3850,2,0,0,3,7,1450,2004
297000,3,2.5,1940,14952,2,0,0,3,8,1940,1994
313000,4,1.75,1630,3000,1,0,0,3,7,930,1978
205000,3,1.5,1120,8366,1,0,0,3,7,1120,1968
643500,6,5.25,3600,3960,2,0,0,3,7,2400,1971
875000,4,3,3720,14125,1,0,0,4,9,1930,1960
545000,4,1.5,1370,3708,1.5,0,0,3,7,1370,1926
3.00E+05,2,1,1290,2482,2,0,0,3,7,1290,2008
735000,4,2.75,2450,4187,2,0,2,3,8,2450,2010
1400000,4,3.25,2980,7000,2,0,3,3,10,2140,1900
225000,3,2.25,2510,12013,2,0,0,3,8,2510,1988
325000,5,2.75,2400,7904,1,0,0,3,7,1450,1992
850000,2,2.75,2700,9854,1,0,0,3,9,2700,2012
9.00E+05,4,2.5,3620,42580,2,0,0,3,10,3620,1984
235000,1,1.5,1170,1456,2,0,0,3,8,1070,2007
7.00E+05,3,2.5,2190,7982,2,0,0,3,8,2190,2004
395000,3,2.5,1600,1936,2,0,0,3,7,1600,2007
1200000,5,2.5,2860,4000,2,0,0,4,8,2160,1910
172040,3,2.25,1710,7134,1,0,0,4,7,1130,1979
395000,3,2.5,2510,5320,2,0,0,3,8,2510,2005
3.00E+05,3,3.25,1470,1235,2,0,0,3,7,1180,2008
350000,3,2.25,1780,16290,2,0,0,4,8,1780,1987
450000,3,2.5,2820,10208,1,0,1,4,8,1410,1954
825000,3,2.25,2510,10418,1,0,0,3,8,1810,1968
1256500,4,2.5,3150,13700,2,0,0,4,9,3150,1966
899900,4,2.5,2580,3909,2,0,0,3,8,2580,2013
376000,3,2.25,1470,9140,2,0,2,3,7,1470,1982
425000,3,2.25,1660,6000,1,0,0,3,7,1110,1979
505000,3,2.5,1995,1483,3,0,0,3,8,1760,2005
333000,4,2.5,1910,9244,1,0,0,4,6,1910,1963
420000,4,2.25,2930,9840,1,0,0,4,8,1560,1977
3.00E+05,4,1.75,2200,7600,2,0,0,3,8,2200,1978
358803,2,1,1040,5765,1,0,0,3,7,1040,1944
305000,4,1.75,2200,8100,1.5,0,0,5,6,1400,1942
280000,3,2,1790,42399,1,0,0,4,7,1790,1990
221347,3,2,1580,6655,1,0,0,3,6,790,1944
4.00E+05,3,1,1690,6658,1,0,0,3,7,1690,1942
432500,3,1.75,1470,7350,1,0,0,3,8,1470,1963
588000,3,1,1910,8167,1,0,0,4,8,1270,1951
370000,3,1.5,1320,7201,1,0,0,3,7,1320,1971
475000,3,2,1230,11502,1,0,0,4,7,1230,1984
440000,3,1.5,2260,5300,1,0,0,3,7,1200,1940
510000,2,1,890,6095,1,0,0,3,7,890,1947
594866,3,3,2780,6000,2,0,0,3,9,2780,2013
516500,1,1.25,1100,638,3,0,0,3,9,1100,2014
354800,3,2,1370,78408,1,0,0,5,7,1370,1964
508500,4,1.5,1800,6750,1.5,0,0,4,7,1800,1950
414950,4,1.75,2200,8545,1,0,0,4,7,1100,1918
518000,4,2.5,1740,7500,1,0,0,4,7,1220,1976
1727000,4,2.25,3470,8000,1.5,0,1,3,9,2360,1906
5.00E+05,4,2.25,2050,7201,2,0,0,3,8,2050,1994
5.00E+05,5,2,2300,7897,2.5,0,0,4,8,2300,1956
550000,7,4,3440,8100,2,0,0,3,7,3440,1970
5.00E+05,4,2.25,2080,8000,1,0,0,3,8,1390,1964
425000,3,2.25,1580,39189,1,0,0,3,7,1180,1992
338000,2,1,750,6439,1,0,0,4,6,750,1934
180000,4,1,1470,18581,1.5,0,0,3,6,1470,1924
560000,3,2,2560,216777,1,0,0,3,8,2560,1986
472000,3,1.75,2180,7200,1,0,3,4,8,1090,1954
475000,3,2.5,1310,1294,2,0,0,3,8,1180,2008
475000,4,2.25,2110,7560,2,0,0,4,8,2110,1974
205000,3,0.75,770,7000,1,0,0,3,4,770,1942
584000,3,2.5,1480,1485,2,0,0,3,8,1280,2007
390000,2,1,1140,8147,1,0,0,3,7,1140,1958
175000,3,1.75,1230,13056,1,0,0,4,7,1230,1962
205000,5,1.75,1730,5200,1,0,0,4,7,1050,1978
232000,2,1,1200,8063,1,0,0,4,6,1200,1958
475000,3,2.5,1690,2890,2,0,0,3,7,1690,2004
249000,4,2,1280,7560,1,0,0,5,6,1280,1959
288000,3,2.25,1560,9706,1,0,0,4,7,1560,1963
698000,3,2.5,2580,4636,2,0,0,3,9,2580,2006
350000,4,1.75,2420,8400,1,0,0,5,7,1620,1964
425000,2,1,1040,4040,1,0,0,3,7,940,1928
555000,3,3,2920,23085,1.5,0,2,3,7,1540,1908
199950,2,1.75,870,18537,1,0,0,4,6,870,1946
4.00E+05,3,1.5,2390,32109,1,0,0,3,7,2390,1975
515000,2,1,1640,5200,1,0,0,4,7,1040,1937
329445,2,1.5,830,1119,2,0,0,3,7,830,2005
417000,3,1.75,1920,9512,1,0,0,3,8,1440,1980
879000,4,2.75,4230,31747,2,0,0,4,10,4230,1985
264950,4,1,1810,7500,1,0,0,2,7,1410,1959
271500,3,2.5,1490,8005,1,0,0,3,7,1090,1976
148000,1,1,620,8261,1,0,0,3,5,620,1939
410000,3,2.25,1790,5794,1.5,0,0,3,7,1380,1985
451000,4,1.5,1620,5444,1.5,0,0,3,8,1620,1955
295000,3,2.25,1850,7800,2,0,0,3,9,1850,1974
520500,3,2,1900,8100,1,0,0,4,7,950,1940
690000,3,2,1760,6428,1,0,0,4,7,980,1942
345000,3,2.5,1540,3237,2,0,0,3,7,1540,1999
436472,4,2.5,2692,8392,2,0,0,3,9,2692,2014
624000,3,1.75,1510,5200,1,0,0,4,7,860,1922
447000,3,1,1270,8800,1,0,0,3,7,1270,1968
520000,2,1.5,1840,3825,1,0,0,3,8,1040,1928
616500,3,2.5,3580,118047,1,0,0,3,9,3240,1992
487000,6,3.25,4750,248600,2,0,0,4,8,4750,1947
269950,3,2.25,1660,7003,2,0,0,3,7,1660,1996
203700,2,1,770,2500,1,0,0,3,6,770,1913
630000,4,2.5,2190,9880,1,0,0,4,8,1410,1979
387500,3,1,1560,14333,1,0,0,4,7,1560,1953
380000,2,1,1000,4800,1,0,0,3,6,1000,1952
1.00E+05,2,1,930,7623,1,0,0,2,6,930,1942
641000,5,3.5,3420,6403,2,0,2,3,8,2700,2013
766950,3,2.5,3030,30007,1.5,0,0,4,10,3030,1992
471000,3,2.5,2010,4059,2,0,0,3,8,2010,1998
427500,4,2.5,2010,6294,2,0,0,3,7,2010,2000
325000,3,2,1570,5600,1,0,0,3,8,1570,1999
598200,5,3.75,2980,4635,3,0,0,3,8,2980,1997
215000,4,1.5,1860,5040,1.5,0,0,5,8,1860,1920
425000,2,1,1300,11080,1,0,0,4,7,1300,1955
650880,3,2.5,2930,6050,2,0,0,3,9,2930,2008
961000,5,2.75,2590,6120,2,0,0,3,8,2590,1909
625000,4,2.25,2220,36085,2,0,0,3,9,2220,1989
277000,2,1,770,8149,1,0,0,3,6,770,1948
442500,4,2,1540,5920,1.5,0,0,5,7,1540,1935
307500,3,2.25,1646,7364,2,0,0,3,7,1646,1994
450000,2,1.5,1450,2550,1,0,0,3,7,820,1984
492500,2,2.25,1600,80400,2,0,0,4,7,1600,1978
187000,3,1.5,1280,4452,2,0,0,3,6,1280,1985
540000,4,2.5,2180,10140,1,0,0,4,7,1180,1968
420000,2,1.75,1060,4182,2,0,0,3,7,1060,1977
808000,3,2.5,2550,6240,1,0,3,5,8,1750,1957
536000,2,1.5,1130,746,2,0,0,3,8,1030,2009
360000,4,1.75,1750,18810,1,0,0,3,7,1220,1977
365000,2,1,870,5689,1,0,0,4,7,870,1948
379000,3,3.25,1380,1234,3,0,0,3,8,1380,2006
490000,1,1,850,8050,1,0,0,2,6,850,1906
550000,2,1.75,1740,7290,1,0,0,3,8,1280,1950
424000,3,1.75,1140,3395,1,0,0,5,7,620,1925
782000,4,3.5,5270,53428,2,0,0,3,10,3440,2004
286000,2,1.5,1010,825,3,0,0,3,7,1010,2007
695000,5,3.25,3940,9780,2,0,0,3,9,3940,2007
1646000,6,3.5,4010,16200,1,0,0,3,8,2090,1955
593000,5,2.5,2640,4400,1.5,0,0,5,7,1840,1925
334000,1,1,670,5750,1,0,0,3,7,670,1942
365000,3,2.25,1960,1985,2,0,0,3,7,1750,2003
710000,5,2.5,2570,9600,1,0,2,3,8,1620,1956
269500,3,1.75,1840,7412,1,0,0,4,7,1240,1976
1050000,3,2.5,3400,5119,2,0,0,3,8,2300,2014
375000,4,2,1720,2410,1,0,0,3,7,970,1930
250000,2,1.75,1350,4023,1,0,0,3,7,1350,2005
413500,2,1,770,4000,1,0,0,5,5,770,1924
1007500,4,3.5,3510,7200,2,0,0,3,9,2600,2009
382000,2,2,1350,2560,1,0,0,4,8,1350,1974
555000,2,1.5,1780,4750,1,0,0,4,7,1080,1947
5.00E+05,3,2,1550,6394,1.5,0,0,5,8,1550,1918
461550,3,1.5,2090,11895,1,0,0,3,7,1790,1954
245000,3,1.75,1260,8614,1,0,0,4,7,1260,1985
264000,1,1,710,4725,1,0,0,3,6,710,1939
4.00E+05,4,2.5,2530,7563,1,0,0,3,7,1440,1978
425000,3,2,1500,8086,1,0,0,3,7,1060,1981
285000,4,2.5,1870,8190,1,0,0,3,7,1100,1977
2466350,5,4.75,6390,13180,2,0,0,3,10,4560,1940
6.00E+05,3,1,1480,17360,1,0,1,3,8,1480,1954
335000,2,1,1360,69260,1,0,0,4,5,1360,1937
305000,3,1,1160,9750,1,0,0,3,7,1160,1967
175000,4,1,1210,6250,1,0,0,3,7,1210,1962
535000,5,2.5,3190,6178,2,0,0,3,8,3190,2003
430000,2,1,1050,2570,1,0,0,5,7,850,1927
330000,3,2.5,1520,3003,2,0,0,3,7,1520,2009
191000,2,1,900,3400,1,0,0,5,6,900,1905
568500,4,2.5,2460,4200,2,0,0,3,8,2460,1998
215000,3,2,1340,8505,1,0,0,3,6,1340,1931
190000,2,1,930,11450,1,0,0,3,6,930,1946
315000,4,2.25,1880,9163,2,0,0,3,8,1880,1981
435000,3,1.5,1300,3348,1.5,0,0,3,7,1300,1904
538200,4,3,1780,7260,1,0,0,4,8,1780,1964
690000,4,3.75,3210,7054,2,0,0,4,8,3210,1985
527500,4,2.25,2270,8480,1,0,0,5,8,1310,1973
419950,4,2.5,2260,5164,2,0,0,3,8,2260,1996
449000,2,1.75,1510,6852,1,0,0,3,8,1510,2005
281000,3,1,1300,5782,1,0,0,4,6,1300,1959
8.00E+05,4,2.25,2510,9963,1,0,0,4,9,2200,1967
299000,4,2.5,2400,6078,2,0,0,3,8,2400,2001
197200,3,1,1140,8775,1,0,0,3,6,990,1942
305000,2,1,1960,186872,1.5,0,0,4,6,1960,1936
749995,4,3.25,3430,9870,2,0,0,3,9,3430,2014
327500,3,1,1070,7140,1,0,0,3,7,1070,1989
325000,3,1.75,2420,14862,1,0,0,3,8,1380,1977
435000,2,1,720,5600,1,0,0,4,7,720,1920
175000,3,1,1030,6600,1,0,0,3,7,1030,1954
349950,4,2.5,2000,5006,2,0,0,3,7,2000,2005
679000,3,2.5,2770,9350,2,0,3,3,8,2770,1957
468000,2,1,1160,6000,1,0,0,4,7,860,1942
2475000,3,3.25,4340,4947,2,0,3,3,11,3060,1993
894000,4,2.5,3800,22029,2,0,0,3,9,3800,1993
589000,2,2,1850,4667,1,0,0,3,8,1850,2010
419000,3,2.25,1700,7650,1,0,0,4,7,1340,1975
340000,3,2,1410,10015,1,0,3,3,6,1410,1993
375000,2,1.5,1050,1046,2,0,0,3,8,960,2007
1325000,3,3.75,6400,76665,1,0,2,4,10,3810,1966
501000,3,1.75,1480,8667,1,0,0,5,7,740,1954
549950,4,2.5,2720,13500,1,0,0,3,8,1510,1969
993000,4,2,2850,14810,2,0,0,5,8,2490,1954
536000,4,2.25,1990,5948,2,0,0,3,8,1990,1991
550000,3,1,1010,6120,1,0,0,3,7,860,1940
430000,2,2.25,1040,1516,2,0,0,3,8,1040,2008
268000,4,2,1930,6600,1,0,0,4,7,1030,1967
350000,3,1.75,1740,29597,1,0,0,4,7,1740,1965
305000,4,2.25,2050,12581,2,0,0,4,7,2050,1978
550000,4,1.75,2410,8447,2,0,3,4,8,2060,1936
619000,3,2.5,2040,7503,2,0,0,3,8,2040,1987
495000,3,1.5,2240,13288,1,0,0,3,7,2240,1953
349900,3,2.5,1580,2765,2,0,0,3,8,1580,2011
455000,3,2.5,1980,7309,2,0,0,3,7,1980,1993
439950,2,1.75,1210,3000,1,0,0,5,7,910,1906
358000,3,1.5,2450,12497,1,0,0,4,7,2450,1967
209950,3,1.5,1380,11130,1,0,0,3,7,1380,1960
173000,4,2,1200,8460,1,0,0,5,7,1200,1957
1020000,6,2.25,2550,5000,2,0,0,4,7,2550,1907
420000,3,1,1060,7638,1,0,0,5,7,1060,1966
490000,3,1,960,5750,1,0,0,3,7,960,1951
860000,3,3.25,4720,32467,2,0,2,3,10,3190,1998
1850000,4,3.25,3480,6000,3,0,0,3,8,3480,2014
563000,6,1,1730,2760,1.5,0,0,3,7,1250,1918
885000,3,3.25,2640,16090,1,0,2,4,8,1960,1976
390000,3,2,2360,5737,2,0,0,3,8,2360,2003
260000,3,2,2710,5000,2,0,0,3,6,2710,1951
218000,4,1,1640,10455,1,0,0,3,7,950,1963
550000,3,1.75,1360,5850,1,0,0,4,7,1000,1938
262000,5,1,1870,7800,1,0,0,3,7,1580,1962
556000,3,2.25,2020,3600,2,0,0,3,8,2020,1998
275000,2,1,920,7688,1,0,0,3,6,920,1955
518000,4,2.5,2070,10244,1,0,0,3,8,1370,1969
255000,3,1.5,1340,8450,1,0,0,4,7,1340,1958
375000,3,1.75,1160,22470,1,0,0,4,7,1160,1976
315500,3,1,1160,10500,1,0,0,4,7,1160,1966
172000,3,1,970,4700,1,0,0,4,6,720,1943
7.00E+05,2,1.5,1850,4945,1.5,0,2,4,7,1850,1907
1605000,4,3.5,3920,19088,1,0,1,3,10,2240,2005
780000,4,2,2600,4800,1,0,2,3,8,1400,1953
5.00E+05,4,2.25,2060,44431,2,0,0,3,7,2060,1988
425000,4,1.75,2120,15920,1,0,0,4,7,1060,1960
370000,3,1,800,2296,1,0,0,4,6,800,1908
809950,4,2,2230,9900,1.5,0,0,5,9,2230,1959
211000,3,1,1410,47916,1,0,0,3,7,1410,1981
511555,3,2,1400,7293,1,0,0,4,7,1400,1963
470950,3,2.5,2560,16420,2,0,0,4,8,2560,1989
279900,3,3.25,2240,5000,2,0,0,3,9,1540,1989
745000,4,2.5,3170,5100,2,0,0,3,9,3170,2012
7.00E+05,4,1.75,1870,6000,1,0,0,5,8,1670,1949
310000,2,1,1050,8220,1,0,0,4,6,780,1947
440000,3,1.5,1690,6010,1,0,0,3,7,1230,1946
299990,3,2.5,1870,8541,2,0,0,3,8,1870,1989
279000,3,1,1320,5750,1.5,0,0,3,7,1320,1913
547000,5,2.5,2200,4080,1.5,0,0,5,7,1420,1916
589900,2,3,3160,66646,2,0,0,3,7,3160,1993
1535000,4,4.5,5770,10050,1,0,3,5,9,3160,1949
555000,4,2.75,2020,10720,1,0,0,4,8,1420,1976
570000,3,3,2400,3192,2,0,0,3,7,2400,1991
4.00E+05,4,2.25,1970,8941,2,0,0,3,7,1970,1973
260000,3,1,1190,11120,1,0,0,3,6,1190,1947
590000,4,3.5,3100,15842,2,0,0,3,8,2400,1996
180000,3,1,840,5700,1,0,0,4,5,840,1945
385000,3,1,1470,11398,1,0,0,3,8,1470,1950
453000,3,1,2160,11484,1.5,0,0,4,7,2160,1968
239000,3,1,940,8571,1,0,0,3,6,940,1950
430000,5,2.5,3860,42733,1,0,3,4,8,2300,1955
425000,2,1,770,5040,1,0,0,3,5,770,1930
765000,3,1,1220,7585,1,0,0,4,7,1220,1954
579000,3,2.5,1710,1904,2,0,0,3,8,1140,2003
290000,3,1,1210,33919,1,0,0,3,7,1210,1954
250000,3,2,1440,9220,1,0,0,3,7,1440,1965
149000,3,1,1090,2800,1,0,0,3,6,1090,1969
665000,3,2.5,1730,3000,2,0,0,3,8,1730,1996
380000,4,2.5,2320,10079,2,0,0,3,7,2320,1994
258000,3,1.75,2270,9000,1,0,0,4,8,1330,1978
448175,2,2,1370,1339,2,0,0,4,8,1150,2006
457000,2,1.75,2060,7192,1,0,0,3,7,1420,1940
650000,3,2.75,1540,1251,2,0,0,3,8,1230,2002
2485000,4,2.5,3440,23954,1.5,1,3,5,10,2260,1931
380000,3,1.75,1920,8775,1,0,0,3,7,1920,1953
170500,3,1,1640,13939,1,0,0,3,7,1040,1960
286308,2,1.5,1220,1036,3,0,0,3,7,1220,2006
212000,2,1.5,1020,1525,2,0,0,3,7,1020,2004
386000,4,2.5,2810,11897,2,0,0,3,8,2810,2003
4.00E+05,2,1,610,4560,1,0,0,3,5,610,1918
615000,2,1,1540,6872,1,0,0,4,7,820,1946
319990,4,2.5,2120,5293,2,0,0,3,7,2120,2003
1410000,2,2,2180,18525,1,1,4,5,9,1580,1952
442500,4,2.25,2490,8700,1,0,0,3,7,1890,1976
403000,2,1,894,1552,2,0,0,3,7,894,2011
250000,3,1,1660,7650,1.5,0,0,3,7,1350,1910
8.00E+05,4,2.5,4940,10037,1,0,4,3,9,3450,1953
245000,3,2,1490,7929,1,0,0,3,7,1490,1989
275000,3,1.5,1400,9750,1,0,0,4,6,1400,1964
380000,3,2,1440,3218,1,0,0,3,7,850,2008
250000,4,1.5,1220,4900,1,0,0,3,6,1220,1942
250000,3,2.5,1700,6000,2,0,0,3,8,1700,1997
502501,2,1,1100,4750,1,0,0,3,7,1100,1946
534000,5,1.75,2120,8625,1,0,0,3,7,1200,1959
762450,4,1.75,2570,8640,1,0,0,4,8,2570,1958
358800,4,2.5,2155,8140,2,0,0,3,8,2155,1996
549000,2,1,2034,13392,1,1,4,5,7,1159,1947
639000,3,2.25,1400,2421,2,0,0,3,9,1400,2005
290000,4,2.5,2000,13300,1,0,0,4,7,1200,1968
402500,3,1,990,10752,1.5,0,0,4,7,990,1929
270950,2,1,780,6250,1,0,0,3,6,780,1942
670000,4,2,2250,4200,1.5,0,0,3,7,1650,1909
550000,3,1,1070,3713,1,0,0,4,6,1070,1917
418000,2,1.5,1480,1349,2,0,0,3,7,1240,2007
375000,4,1.75,1870,12500,1,0,1,5,6,1030,1943
270000,3,1.75,1300,4127,1,0,0,4,6,650,1918
645000,4,2,2780,11583,1,0,3,3,8,1190,1955
420000,3,2.5,1470,1571,2,0,0,3,8,1180,2007
349990,3,1,1350,165092,1,0,3,5,6,1350,1925
452000,4,2.25,2590,10002,1,0,0,4,8,1340,1968
775000,4,2.5,2070,8473,1,0,0,4,8,1250,1976
220000,3,1,1050,6300,1,0,0,3,6,1050,1942
235000,4,1.5,1760,6150,1.5,0,0,3,7,1760,1951
399000,3,1,1460,8290,1,0,0,3,8,1460,1959
352000,4,1,1530,8890,1,0,0,3,7,980,1925
335000,3,1.5,1140,15890,1,0,0,3,7,840,1985
1898000,3,2.5,2830,4334,3,1,4,3,10,2830,2006
575000,2,1.5,1400,5810,2,0,0,3,7,1400,1940
540000,4,1,1360,5766,1.5,0,0,5,7,1360,1951
910000,4,2.5,3170,32430,2.5,0,0,3,10,3170,1989
325000,3,1,1150,7486,1,0,0,3,7,1150,1970
765000,3,2,1570,7000,2,0,2,4,8,1050,1971
555000,4,2.25,3330,21785,2,0,0,3,9,3330,1994
413450,3,2.5,1540,1614,3,0,0,3,8,1470,2008
462000,4,2.5,3070,6432,2,0,0,3,9,3070,2006
975000,4,2.5,3490,7494,2,0,3,3,11,3490,2000
330000,5,1.75,2100,7347,1,0,0,3,7,1070,1981
275000,3,2.75,1740,5757,1,0,0,3,7,1740,2010
415000,3,2.25,1950,8868,1,0,0,3,7,1350,1964
705380,3,2.5,2490,4343,2,0,0,3,9,2490,2003
965000,4,2.5,3570,17411,2,0,0,3,10,3570,1990
595000,4,1.75,1880,4080,1,0,0,3,7,940,1924
259900,3,1.75,1690,7953,1,0,0,3,7,1690,1986
428900,4,2.5,2598,5553,2,0,0,3,9,2598,2014
787000,3,1.75,1330,7500,1,0,0,3,8,1330,1961
480000,3,1.75,2920,21375,1,0,0,3,8,1850,1961
7.00E+05,4,1,1470,5450,1.5,0,0,3,7,1470,1918
427000,3,1.75,1680,8610,1,0,0,4,7,1290,1969
555000,4,2.75,2170,7140,1,0,0,3,8,1290,1977
255000,4,2.75,1760,9222,1,0,0,3,7,1140,1971
465000,4,2.5,2590,16437,2,0,0,3,8,2590,1986
338000,4,1.5,1790,17925,1,0,0,4,6,1790,1951
646000,4,2.5,2310,4079,2,0,0,3,8,2310,2008
380000,3,3.25,2090,51212,1,0,0,3,8,1510,1989
263000,3,2.5,1584,3200,2,0,0,3,7,1584,2011
481000,2,1,1620,3880,1,0,0,4,7,920,1924
275053,2,1,1060,6504,1,0,0,3,6,1060,1950
580000,3,1.5,1860,7190,2,0,1,5,7,1860,1952
985000,3,1.75,1670,5400,2,0,0,5,8,1670,1912
250000,4,2,2130,8400,1,0,0,3,7,1350,1962
3.00E+05,3,1.75,1310,9761,1,0,0,3,7,1310,1967
396400,4,2.5,2120,215186,2,0,0,2,7,2120,1983
334500,2,1.5,830,1858,2,0,0,3,7,830,2005
910000,3,2.5,2720,7250,2,0,0,3,9,2720,1990
2200000,4,3.75,3790,7200,2,0,0,3,10,2530,1931
275000,4,2,2220,8229,1.5,0,0,4,7,2220,1958
175000,2,1,1410,7000,1,0,0,3,7,1410,1968
275000,5,1.75,2180,9178,1,0,0,3,7,1140,1963
329000,2,1,940,7700,1,0,0,4,6,940,1916
230000,2,1,1430,4000,1,0,0,3,7,930,1949
229950,3,0.75,1030,12700,1,0,0,4,5,1030,1944
270000,3,2.5,1770,8640,1,0,0,3,7,1420,1986
590000,3,2,1860,3600,1.5,0,0,3,7,1110,1915
885000,3,2.5,2880,11443,2,0,0,4,9,2880,1986
225000,3,1.75,1610,14182,1,0,0,4,7,1100,1978
305000,3,1.75,1460,7862,1,0,0,3,7,1460,1965
